30.8
27.6
29.44
27.67
27.88
27.64
25.21
23.17
24.29
24.36
24.34
23.99
27.31
26.64
27.02
27.69
25
26.37
26.37
28.65
27.33
31.88
32.35
43.74
27.78
32.33
44.08
39.99
39.21
39.72
49.83
36.34
35.57
28.95
27.63
25.06
28.24
29.6
27.55
24.78
30.67
26.37
29.12
24.72
24.81
24.14
23.95
24.95
25.69
26.43
26.7
25.39
26.04
30.26
24.55
24.8
24
26.91
25.67
25.67
25.67
25.99
29.94
30.75
31.8
34.63
42.36
64.59
35
43.82
53.8
73.18
43.5
44.09
56.82
43.2
56.15
46.19
45.06
40.06
48.56
51.83
35.7
35.51
40.76
37.1
35
29.74
36.83
31.79
30.73
28.15
26.15
24.7
22.58
23.85
